gene_symbol	tier	surface_verdict_bucket	papers_found	papers_selected	papers_with_ec	n_filters_evidence	n_det_features	evidence_grade
SIGLEC11	likely	surface_yes	146.0	17	13	19	5	direct_multi_method
SIGLEC12	canonical	surface_yes	249.0	9	9	18	5	direct_single_method
SIGLEC14	canonical	surface_yes	160.0	18	16	20	4	direct_multi_method
SIGLEC15	canonical	surface_yes	230.0	31	28	16	6	direct_multi_method
SIGLEC16	likely	surface_yes	111.0	7	5	18	4	supportive_but_indirect
SIGLEC5	canonical	surface_yes	237.0	28	26	20	3	direct_multi_method
SIGLEC6	canonical	surface_yes	201.0	26	24	17	5	direct_multi_method
SIGLEC7	canonical	surface_yes	280.0	44	36	18	5	direct_multi_method
SIGLEC8	likely	surface_yes	234.0	23	22	20	5	direct_multi_method
SIGLEC9	canonical	surface_yes	239.0	37	36	18	5	direct_multi_method
SIGLECL1	low	surface_yes	194.0	1	0	14	6	weak
SIGMAR1	low	surface_yes	251.0	21	12	18	5	weak
SIRPA	canonical	surface_yes	312.0	27	22	19	5	direct_multi_method
SIRPB1	likely	surface_yes	197.0	12	10	18	5	direct_multi_method
SIRPB2	likely	surface_yes	96.0	5	5	16	5	supportive_but_indirect
SIRPD	low	surface_yes	83.0	0	0	11	3	weak
SIRPG	likely	surface_yes	247.0	17	13	18	5	direct_multi_method
SIT1	likely	surface_yes	331.0	2	2	13	4	supportive_but_indirect
SLAMF1	canonical	surface_yes	261.0	31	27	19	7	direct_multi_method
SLAMF6	canonical	surface_yes	257.0	26	22	20	6	direct_multi_method
SLAMF7	canonical	surface_yes	277.0	38	34	20	5	direct_multi_method
SLAMF8	likely	surface_yes	227.0	16	13	14	6	weak
SLAMF9	canonical	surface_yes	152.0	15	12	16	6	direct_multi_method
SLC10A1	canonical	surface_yes	264.0	32	29	18	5	direct_multi_method
SLC10A2	likely	surface_yes	242.0	30	25	19	5	direct_multi_method
SLC10A5	likely	surface_yes	305.0	4	2	12	5	supportive_but_indirect
SLC10A6	canonical	surface_yes	190.0	11	8	17	5	direct_multi_method
SLC11A2	likely	surface_yes	292.0	28	23	19	6	direct_multi_method
SLC12A1	likely	surface_yes	296.0	24	19	15	7	supportive_but_indirect
SLC12A2	canonical	surface_yes	303.0	34	27	17	6	direct_single_method
SLC12A3	likely	surface_yes	332.0	22	18	18	7	supportive_but_indirect
SLC12A4	canonical	surface_yes	193.0	20	17	19	7	direct_multi_method
SLC12A5	canonical	surface_yes	256.0	36	31	19	6	direct_multi_method
SLC12A6	canonical	surface_yes	206.0	26	22	18	6	direct_multi_method
SLC12A7	canonical	surface_yes	206.0	18	17	16	6	direct_single_method
SLC12A8	canonical	surface_yes	166.0	4	3	16	6	direct_single_method
SLC13A1	likely	surface_yes	176.0	15	10	17	6	direct_multi_method
SLC13A2	likely	surface_yes	291.0	15	9	18	7	supportive_but_indirect
SLC13A3	canonical	surface_yes	222.0	21	19	18	7	direct_multi_method
SLC13A4	likely	surface_yes	230.0	8	4	14	6	supportive_but_indirect
SLC13A5	canonical	surface_yes	269.0	21	20	18	6	direct_multi_method
SLC14A1	canonical	surface_yes	294.0	12	12	20	7	direct_multi_method
SLC14A2	canonical	surface_yes	363.0	11	8	18	6	direct_single_method
SLC15A1	canonical	surface_yes	255.0	26	18	18	5	direct_multi_method
SLC15A2	canonical	surface_yes	230.0	30	28	19	6	direct_multi_method
SLC15A4	low	surface_yes	185.0	22	19	15	6	weak
SLC16A1	canonical	surface_yes	300.0	39	31	20	6	direct_multi_method
SLC16A10	canonical	surface_yes	226.0	27	23	17	4	direct_multi_method
SLC16A11	likely	surface_yes	164.0	8	6	17	4	supportive_but_indirect
SLC16A12	likely	surface_yes	204.0	13	10	18	5	direct_multi_method
SLC16A13	likely	surface_yes	152.0	11	6	20	4	supportive_but_indirect
SLC16A14	canonical	surface_yes	171.0	9	4	16	5	supportive_but_indirect
SLC16A2	canonical	surface_yes	232.0	34	32	18	4	direct_multi_method
SLC16A3	canonical	surface_yes	278.0	35	33	20	4	direct_single_method
SLC16A4	canonical	surface_yes	282.0	34	33	18	6	direct_single_method
SLC16A5	canonical	surface_yes	176.0	12	11	17	5	direct_single_method
SLC16A6	canonical	surface_yes	200.0	15	6	20	5	supportive_but_indirect
SLC16A7	canonical	surface_yes	250.0	29	27	22	5	direct_multi_method
SLC16A8	likely	surface_yes	221.0	12	10	19	5	direct_single_method
SLC16A9	canonical	surface_yes	192.0	13	9	15	4	direct_multi_method
SLC17A1	likely	surface_yes	224.0	15	9	19	6	supportive_but_indirect
SLC17A2	likely	surface_yes	130.0	5	3	15	5	supportive_but_indirect
SLC17A3	likely	surface_yes	171.0	17	10	16	5	direct_single_method
SLC17A4	likely	surface_yes	140.0	6	4	16	5	supportive_but_indirect
SLC17A5	likely	surface_yes	389.0	17	15	18	6	direct_multi_method
SLC17A8	low	surface_yes	225.0	28	24	19	6	supportive_but_indirect
SLC19A1	canonical	surface_yes	270.0	25	18	19	6	direct_multi_method
SLC19A2	canonical	surface_yes	304.0	10	8	18	6	direct_single_method
SLC19A3	canonical	surface_yes	194.0	24	23	17	5	direct_multi_method
SLC1A1	canonical	surface_yes	252.0	27	22	19	6	direct_multi_method
SLC1A2	canonical	surface_yes	278.0	42	37	20	7	direct_multi_method
SLC1A3	canonical	surface_yes	269.0	41	33	18	7	direct_multi_method
SLC1A4	canonical	surface_yes	230.0	34	29	16	7	direct_multi_method
SLC1A5	canonical	surface_yes	296.0	42	39	21	7	direct_multi_method
SLC1A6	likely	surface_yes	219.0	21	15	18	7	direct_single_method
SLC1A7	likely	surface_yes	209.0	16	12	16	7	direct_multi_method
SLC20A1	canonical	surface_yes	246.0	30	29	17	4	direct_multi_method
SLC20A2	canonical	surface_yes	236.0	26	24	15	5	direct_multi_method
SLC22A1	canonical	surface_yes	262.0	29	22	18	6	direct_multi_method
SLC22A11	likely	surface_yes	204.0	31	27	17	5	direct_multi_method
SLC22A12	canonical	surface_yes	271.0	24	19	18	6	direct_multi_method
SLC22A13	canonical	surface_yes	165.0	17	14	17	5	direct_multi_method
SLC22A14	low	surface_yes	115.0	6	3	15	5	weak
SLC22A15	canonical	surface_yes	128.0	12	10	18	6	direct_multi_method
SLC22A16	canonical	surface_yes	269.0	14	10	18	5	direct_multi_method
SLC22A17	canonical	surface_yes	224.0	23	21	20	6	direct_multi_method
SLC22A2	canonical	surface_yes	290.0	35	27	18	6	direct_multi_method
SLC22A23	low	surface_yes	155.0	6	3	16	6	weak
SLC22A24	likely	surface_yes	71.0	8	2	17	4	direct_multi_method
SLC22A25	low	surface_yes	73.0	7	2	15	4	weak
SLC22A3	canonical	surface_yes	361.0	22	16	17	5	direct_multi_method
SLC22A31	low	surface_yes	142.0	3	0	11	4	weak
SLC22A4	canonical	surface_yes	218.0	29	27	16	5	direct_multi_method
SLC22A5	canonical	surface_yes	309.0	28	21	19	4	supportive_but_indirect
SLC22A6	likely	surface_yes	236.0	34	28	17	6	direct_multi_method
SLC22A7	likely	surface_yes	235.0	23	23	17	6	direct_multi_method
SLC22A8	canonical	surface_yes	259.0	31	28	17	6	direct_multi_method
SLC22A9	likely	surface_yes	207.0	21	20	17	5	direct_single_method
SLC23A1	likely	surface_yes	200.0	27	23	19	7	direct_multi_method
SLC23A2	canonical	surface_yes	195.0	35	33	20	7	direct_multi_method
SLC23A3	low	surface_yes	126.0	6	2	16	6	weak
SLC24A1	likely	surface_yes	263.0	12	10	15	5	supportive_but_indirect
SLC24A2	canonical	surface_yes	215.0	19	11	17	6	direct_multi_method
SLC24A3	canonical	surface_yes	200.0	10	9	17	5	direct_multi_method
SLC24A4	likely	surface_yes	237.0	17	13	17	6	direct_single_method
SLC26A1	canonical	surface_yes	277.0	13	11	18	7	direct_single_method
SLC26A11	canonical	surface_yes	152.0	10	7	14	5	direct_multi_method
SLC26A2	canonical	surface_yes	228.0	16	11	15	6	direct_multi_method
SLC26A3	canonical	surface_yes	269.0	23	22	18	6	direct_multi_method
SLC26A4	canonical	surface_yes	312.0	12	11	16	7	supportive_but_indirect
SLC26A5	likely	surface_yes	244.0	30	28	18	7	direct_multi_method
SLC26A6	canonical	surface_yes	198.0	23	20	18	7	direct_multi_method
SLC26A7	likely	surface_yes	188.0	18	16	18	6	direct_single_method
SLC26A8	likely	surface_yes	262.0	9	8	16	7	direct_single_method
SLC26A9	likely	surface_yes	182.0	25	20	18	7	direct_multi_method
SLC27A1	likely	surface_yes	272.0	32	28	20	5	direct_multi_method
SLC27A3	low	surface_yes	189.0	16	10	13	5	weak
SLC27A4	low	surface_yes	336.0	13	12	15	5	weak
SLC27A6	likely	surface_yes	209.0	16	13	15	4	supportive_but_indirect
SLC28A1	likely	surface_yes	220.0	26	20	17	7	direct_multi_method
SLC28A2	canonical	surface_yes	222.0	23	17	19	5	direct_multi_method
SLC28A3	canonical	surface_yes	192.0	22	19	19	7	direct_multi_method
SLC29A1	canonical	surface_yes	294.0	36	30	19	6	direct_multi_method
SLC29A2	canonical	surface_yes	228.0	36	32	18	6	direct_multi_method
SLC29A3	low	surface_yes	201.0	14	10	15	6	weak
SLC29A4	canonical	surface_yes	218.0	30	27	18	6	direct_multi_method
SLC2A1	canonical	surface_yes	321.0	34	28	19	5	direct_multi_method
SLC2A10	likely	surface_yes	298.0	15	13	16	5	direct_single_method
SLC2A11	likely	surface_yes	202.0	10	6	15	5	direct_single_method
SLC2A12	likely	surface_yes	224.0	21	19	18	5	direct_multi_method
SLC2A13	likely	surface_yes	198.0	14	10	16	5	supportive_but_indirect
SLC2A14	canonical	surface_yes	198.0	10	8	16	5	supportive_but_indirect
SLC2A2	canonical	surface_yes	302.0	31	29	18	6	direct_multi_method
SLC2A3	canonical	surface_yes	294.0	33	29	19	4	direct_multi_method
SLC2A4	likely	surface_yes	329.0	41	35	17	5	direct_multi_method
SLC2A5	canonical	surface_yes	249.0	30	25	19	6	direct_multi_method
SLC2A7	canonical	surface_yes	146.0	12	7	18	5	direct_single_method
SLC2A8	likely	surface_yes	208.0	24	21	19	5	direct_single_method
SLC2A9	canonical	surface_yes	254.0	25	20	17	6	direct_multi_method
SLC30A1	canonical	surface_yes	209.0	30	29	19	6	direct_single_method
SLC30A10	canonical	surface_yes	213.0	19	13	17	6	supportive_but_indirect
SLC30A5	low	surface_yes	174.0	24	20	18	6	conflicting
SLC30A8	likely	surface_yes	240.0	15	14	16	6	direct_multi_method
SLC31A1	canonical	surface_yes	244.0	39	34	19	6	direct_multi_method
SLC31A2	low	surface_yes	199.0	14	12	18	5	direct_single_method
SLC33A2	low	surface_yes	93.0	5	4	13	4	weak
SLC34A1	canonical	surface_yes	242.0	27	20	16	6	direct_multi_method
SLC34A2	canonical	surface_yes	221.0	24	20	19	6	direct_multi_method
SLC34A3	likely	surface_yes	215.0	24	17	16	5	supportive_but_indirect
SLC35F2	canonical	surface_yes	130.0	14	11	19	5	direct_multi_method
SLC35G2	canonical	surface_yes	114.0	4	3	16	5	direct_single_method
SLC36A1	canonical	surface_yes	245.0	28	27	18	6	direct_multi_method
SLC36A2	likely	surface_yes	186.0	12	10	17	6	direct_single_method
SLC36A4	low	surface_yes	171.0	13	5	15	6	weak
SLC38A1	canonical	surface_yes	309.0	21	19	16	5	direct_multi_method
SLC38A11	low	surface_yes	144.0	2	1	13	6	weak
SLC38A2	canonical	surface_yes	260.0	32	29	18	6	direct_multi_method
SLC38A3	canonical	surface_yes	308.0	13	11	17	4	supportive_but_indirect
SLC38A4	canonical	surface_yes	238.0	16	14	18	5	direct_multi_method
SLC38A5	canonical	surface_yes	282.0	20	18	18	6	supportive_but_indirect
SLC38A6	canonical	surface_yes	175.0	12	10	19	5	direct_multi_method
SLC38A7	likely	surface_yes	187.0	15	14	17	5	supportive_but_indirect
SLC38A8	likely	surface_yes	120.0	8	4	14	6	weak
SLC39A1	canonical	surface_yes	218.0	23	19	15	6	supportive_but_indirect
SLC39A10	canonical	surface_yes	198.0	22	18	19	7	direct_multi_method
SLC39A11	low	surface_yes	148.0	7	6	17	5	weak
SLC39A12	canonical	surface_yes	164.0	14	9	18	7	direct_single_method
SLC39A14	canonical	surface_yes	219.0	32	28	18	7	direct_multi_method
SLC39A2	canonical	surface_yes	252.0	21	19	18	7	direct_single_method
SLC39A3	likely	surface_yes	193.0	15	11	17	6	supportive_but_indirect
SLC39A4	canonical	surface_yes	230.0	27	25	19	7	direct_multi_method
SLC39A5	likely	surface_yes	165.0	11	10	18	6	direct_single_method
SLC39A6	canonical	surface_yes	218.0	26	24	19	7	direct_multi_method
SLC39A8	canonical	surface_yes	213.0	29	27	17	7	direct_multi_method
SLC39A9	likely	surface_yes	185.0	28	25	15	6	direct_single_method
SLC3A1	likely	surface_yes	230.0	19	16	21	7	direct_multi_method
SLC3A2	canonical	surface_yes	230.0	46	42	20	6	direct_multi_method
SLC40A1	canonical	surface_yes	268.0	36	31	19	4	direct_multi_method
SLC41A1	canonical	surface_yes	224.0	21	20	15	5	direct_multi_method
SLC41A2	canonical	surface_yes	147.0	6	3	14	5	supportive_but_indirect
SLC41A3	low	surface_yes	168.0	8	4	13	6	weak
SLC43A1	canonical	surface_yes	195.0	18	12	18	6	direct_multi_method
SLC43A2	canonical	surface_yes	197.0	20	15	17	6	direct_multi_method
SLC43A3	canonical	surface_yes	171.0	20	18	17	5	direct_multi_method
SLC44A1	canonical	surface_yes	223.0	25	22	16	6	direct_multi_method
SLC44A2	canonical	surface_yes	221.0	27	25	16	6	direct_multi_method
SLC44A3	likely	surface_yes	162.0	8	4	14	6	supportive_but_indirect
SLC44A4	likely	surface_yes	229.0	15	11	20	6	direct_multi_method
SLC44A5	likely	surface_yes	147.0	9	2	14	6	supportive_but_indirect
SLC45A3	likely	surface_yes	216.0	9	9	16	4	supportive_but_indirect
SLC45A4	low	surface_yes	120.0	12	9	17	6	conflicting
SLC46A1	canonical	surface_yes	245.0	28	26	18	6	direct_multi_method
SLC46A2	likely	surface_yes	122.0	11	9	17	5	supportive_but_indirect
SLC47A1	canonical	surface_yes	240.0	26	21	17	6	direct_multi_method
SLC47A2	likely	surface_yes	229.0	19	15	17	4	direct_multi_method
SLC48A1	low	surface_yes	180.0	15	14	18	3	supportive_but_indirect
SLC49A3	low	surface_yes	74.0	3	2	12	6	weak
SLC49A4	likely	surface_yes	185.0	5	4	15	6	direct_single_method
SLC4A1	likely	surface_yes	365.0	11	9	16	7	direct_multi_method
SLC4A10	canonical	surface_yes	217.0	19	14	17	6	supportive_but_indirect
SLC4A11	canonical	surface_yes	224.0	23	21	17	6	direct_multi_method
SLC4A2	canonical	surface_yes	217.0	29	26	18	5	direct_multi_method
SLC4A3	likely	surface_yes	292.0	4	4	16	5	supportive_but_indirect
SLC4A4	canonical	surface_yes	246.0	37	32	19	6	direct_multi_method
SLC4A5	likely	surface_yes	181.0	20	19	17	6	supportive_but_indirect
SLC4A7	canonical	surface_yes	256.0	34	32	18	6	supportive_but_indirect
SLC4A8	canonical	surface_yes	181.0	18	15	17	6	direct_multi_method
SLC4A9	likely	surface_yes	149.0	14	10	17	6	direct_multi_method
SLC50A1	low	surface_yes	295.0	2	1	13	4	weak
SLC51A	likely	surface_yes	243.0	23	20	19	6	direct_single_method
SLC51B	canonical	surface_yes	207.0	24	24	19	4	direct_single_method
SLC52A1	canonical	surface_yes	258.0	14	10	17	5	direct_multi_method
SLC52A2	canonical	surface_yes	260.0	18	15	18	4	direct_multi_method
SLC52A3	canonical	surface_yes	178.0	16	16	18	6	direct_multi_method
SLC5A1	canonical	surface_yes	276.0	29	29	18	6	direct_multi_method
SLC5A10	likely	surface_yes	140.0	13	11	16	6	supportive_but_indirect
SLC5A11	canonical	surface_yes	269.0	11	5	17	6	supportive_but_indirect
SLC5A12	canonical	surface_yes	247.0	10	8	19	6	direct_multi_method
SLC5A2	likely	surface_yes	314.0	31	31	19	6	supportive_but_indirect
SLC5A3	canonical	surface_yes	247.0	16	14	19	5	direct_single_method
SLC5A4	likely	surface_yes	151.0	12	11	19	5	direct_multi_method
SLC5A5	canonical	surface_yes	323.0	19	13	18	5	direct_multi_method
SLC5A6	canonical	surface_yes	268.0	34	31	18	5	direct_multi_method
SLC5A7	likely	surface_yes	273.0	20	18	18	5	direct_multi_method
SLC5A8	likely	surface_yes	284.0	26	21	18	5	direct_multi_method
SLC5A9	likely	surface_yes	138.0	9	5	17	6	supportive_but_indirect
SLC60A2	likely	surface_yes	166.0	6	3	15	4	supportive_but_indirect
SLC61A1	canonical	surface_yes	79.0	7	5	14	6	direct_single_method
SLC67A1	likely	surface_yes	291.0	8	7	17	2	supportive_but_indirect
SLC68A1	canonical	surface_yes	86.0	6	3	14	3	direct_single_method
SLC6A1	canonical	surface_yes	272.0	23	21	18	5	direct_multi_method
SLC6A11	canonical	surface_yes	239.0	27	25	19	6	direct_multi_method
SLC6A12	canonical	surface_yes	234.0	32	22	19	5	direct_multi_method
SLC6A13	canonical	surface_yes	216.0	24	18	17	6	direct_multi_method
SLC6A14	canonical	surface_yes	320.0	14	11	17	4	supportive_but_indirect
SLC6A15	canonical	surface_yes	223.0	15	10	17	6	direct_multi_method
SLC6A16	likely	surface_yes	231.0	2	0	13	5	supportive_but_indirect
SLC6A18	likely	surface_yes	195.0	13	7	16	5	supportive_but_indirect
SLC6A19	canonical	surface_yes	209.0	30	27	19	5	direct_multi_method
SLC6A2	canonical	surface_yes	359.0	5	5	19	6	direct_single_method
SLC6A20	likely	surface_yes	251.0	18	14	18	5	direct_multi_method
SLC6A3	canonical	surface_yes	318.0	29	25	18	5	direct_multi_method
SLC6A4	canonical	surface_yes	275.0	32	28	18	6	direct_multi_method
SLC6A5	canonical	surface_yes	237.0	29	26	18	6	direct_multi_method
SLC6A6	canonical	surface_yes	235.0	32	28	18	6	direct_multi_method
SLC6A7	likely	surface_yes	326.0	7	4	16	5	supportive_but_indirect
SLC6A8	canonical	surface_yes	303.0	23	21	18	5	direct_single_method
SLC6A9	canonical	surface_yes	254.0	27	21	17	6	direct_multi_method
SLC71A1	low	surface_yes	133.0	8	6	14	4	weak
SLC75A1	likely	surface_yes	146.0	10	9	15	4	supportive_but_indirect
SLC7A1	canonical	surface_yes	288.0	29	25	18	5	direct_multi_method
SLC7A10	canonical	surface_yes	263.0	18	15	18	5	direct_multi_method
SLC7A11	canonical	surface_yes	336.0	32	27	18	4	direct_multi_method
SLC7A13	likely	surface_yes	164.0	7	7	19	5	supportive_but_indirect
SLC7A2	canonical	surface_yes	268.0	21	18	15	6	direct_single_method
SLC7A3	canonical	surface_yes	241.0	14	12	16	5	direct_multi_method
SLC7A4	canonical	surface_yes	317.0	3	2	14	5	supportive_but_indirect
SLC7A5	canonical	surface_yes	250.0	43	36	19	5	direct_multi_method
SLC7A6	canonical	surface_yes	234.0	25	20	20	5	direct_multi_method
SLC7A7	canonical	surface_yes	264.0	19	14	19	4	direct_multi_method
SLC7A8	canonical	surface_yes	235.0	30	29	20	5	direct_multi_method
SLC7A9	canonical	surface_yes	208.0	16	8	20	5	supportive_but_indirect
SLC8A1	canonical	surface_yes	282.0	30	28	19	6	direct_single_method
SLC8A2	canonical	surface_yes	187.0	16	14	18	5	direct_multi_method
SLC8A3	canonical	surface_yes	209.0	26	23	18	6	direct_multi_method
SLC9A1	canonical	surface_yes	265.0	30	24	19	7	direct_multi_method
SLC9A2	canonical	surface_yes	205.0	21	20	15	6	direct_multi_method
SLC9A3	likely	surface_yes	241.0	37	32	19	7	direct_multi_method
SLC9A4	canonical	surface_yes	216.0	14	8	16	5	weak
SLC9A5	likely	surface_yes	196.0	20	18	19	5	direct_multi_method
SLC9A6	low	surface_yes	273.0	19	15	13	7	conflicting
SLC9A7	low	surface_yes	183.0	18	16	16	6	conflicting
SLC9A8	likely	surface_yes	194.0	14	12	16	6	supportive_but_indirect
SLC9B1	likely	surface_yes	193.0	9	4	15	6	direct_single_method
SLC9B2	likely	surface_yes	152.0	15	12	17	6	direct_single_method
SLC9C1	likely	surface_yes	267.0	13	9	16	5	supportive_but_indirect
SLC9C2	likely	surface_yes	165.0	5	3	15	4	supportive_but_indirect
SLCO1A2	canonical	surface_yes	239.0	23	19	18	5	direct_multi_method
SLCO1B1	likely	surface_yes	258.0	26	23	18	4	direct_multi_method
SLCO1B3	likely	surface_yes	226.0	34	32	18	5	direct_multi_method
SLCO1B3-SLCO1B7	low	surface_yes	66.0	13	10	18	2	conflicting
SLCO1C1	canonical	surface_yes	230.0	26	21	18	6	direct_multi_method
SLCO2A1	canonical	surface_yes	247.0	23	21	16	5	direct_multi_method
SLCO2B1	canonical	surface_yes	236.0	33	29	18	6	direct_multi_method
SLCO3A1	canonical	surface_yes	191.0	21	18	17	6	supportive_but_indirect
SLCO4A1	canonical	surface_yes	247.0	20	16	17	6	supportive_but_indirect
SLCO4C1	canonical	surface_yes	193.0	18	16	17	5	direct_multi_method
SLCO5A1	canonical	surface_yes	149.0	12	7	18	6	supportive_but_indirect
SLCO6A1	likely	surface_yes	330.0	5	3	14	5	weak
SLITRK1	likely	surface_yes	268.0	8	5	18	5	direct_single_method
SLITRK2	likely	surface_yes	234.0	9	9	17	6	direct_multi_method
SLITRK3	likely	surface_yes	167.0	10	10	18	5	direct_multi_method
SLITRK4	likely	surface_yes	149.0	6	4	19	5	direct_single_method
SLITRK5	canonical	surface_yes	168.0	8	7	18	6	direct_multi_method
SLITRK6	likely	surface_yes	187.0	6	5	19	5	supportive_but_indirect
SLMAP	likely	surface_yes	279.0	5	5	15	6	direct_single_method
SMAGP	canonical	surface_yes	107.0	7	7	16	4	supportive_but_indirect
SMCO1	low	surface_yes	58.0	0	0	11	3	weak
SMCO2	low	surface_yes	52.0	0	0	11	3	weak
SMCO3	uncertain	surface_yes	60.0	0	0	11	3	weak
SMCO4	low	surface_yes	156.0	0	0	11	3	weak
SMIM1	likely	surface_yes	271.0	3	3	13	3	direct_single_method
SMIM10	uncertain	surface_yes	33.0	0	0	11	3	weak
SMIM10L2A	uncertain	surface_yes	342.0	1	0	12	3	weak
SMIM10L2B	low	surface_yes	45.0	1	0	11	3	weak
SMIM10L3	low	surface_yes	11.0	0	0	11	3	weak
SMIM17	uncertain	surface_yes	30.0	0	0	11	3	weak
SMIM18	uncertain	surface_yes	21.0	0	0	11	3	weak
SMIM23	low	surface_yes	39.0	0	0	11	2	weak
SMIM24	low	surface_yes	190.0	0	0	11	4	weak
SMIM28	uncertain	surface_yes	7.0	0	0	11	2	weak
SMIM29	uncertain	surface_yes	253.0	0	0	11	5	weak
SMIM31	low	surface_yes	71.0	1	0	14	3	weak
SMIM32	uncertain	surface_yes	18.0	0	0	11	3	weak
SMIM33	uncertain	surface_yes	11.0	0	0	11	3	weak
SMIM34	low	surface_yes	10.0	0	0	11	3	weak
SMIM35	low	surface_yes	26.0	0	0	11	3	weak
SMIM36	low	surface_yes	11.0	0	0	11	2	weak
SMIM38	uncertain	surface_yes	16.0	0	0	11	3	weak
SMIM39	uncertain	surface_yes	3.0	0	0	11	3	weak
SMIM42	uncertain	surface_yes	4.0	0	0	11	2	weak
SMIM43	low	surface_yes	63.0	1	1	14	3	weak
SMIM44	uncertain	surface_yes	31.0	0	0	11	3	weak
SMIM5	uncertain	surface_yes	80.0	0	0	11	3	weak
SMIM9	low	surface_yes	15.0	1	0	12	2	weak
SMO	canonical	surface_yes	301.0	29	23	18	5	direct_single_method
SMPD1	likely	surface_yes	317.0	14	13	19	5	supportive_but_indirect
SMPD3	likely	surface_yes	267.0	29	24	14	4	supportive_but_indirect
SMPDL3B	canonical	surface_yes	173.0	14	13	20	5	direct_multi_method
SNAP23	likely	surface_yes	225.0	31	26	22	6	direct_multi_method
SNCA	low	surface_yes	376.0	12	8	16	5	weak
SND1	low	surface_yes	287.0	5	4	13	4	weak
SNN	low	surface_yes	299.0	0	0	11	3	weak
SNORC	likely	surface_yes	104.0	4	4	13	3	supportive_but_indirect
