gene_symbol	model	prompt_variant	replicate	predicted_verdict	predicted_reason	predicted_confidence	prompt_tokens	completion_tokens	cache_creation_tokens	cache_read_tokens	n_web_searches	cost_usd	latency_s	uniprot_acc	hgnc_id	ncbi_gene_id	ensembl_gene	ground_truth_verdict	ground_truth_class	is_match
NPY5R	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2372	273	0	0	0	0.011211	5.531006250006612	Q15761	HGNC:7958	4889	ENSG00000164129	yes	gpcr_extracellular_pocket	1
NRAS	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	high	2995	362	0	0	0	0.014415	7.5200666669989005	P01111	HGNC:7989	4893	ENSG00000213281	no	wrong_side_negative	1
NRROS	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2619	256	0	0	0	0.011697	5.391178833029699	Q86YC3	HGNC:24613	375387	ENSG00000174004	yes	disagreement_rich_positive	1
NUP210	claude-sonnet-4-6	pubmed_ncbi	1	no	nuclear_envelope	high	2249	307	0	0	0	0.011352	7.834997250000015	Q8TEM1	HGNC:30052	23225	ENSG00000132182	no	wrong_compartment_negative	1
OR1A1	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2467	287	0	0	0	0.011706	6.781873792002443	Q9P1Q5	HGNC:8179	8383	ENSG00000172146	yes	disagreement_rich_positive	1
PMEL	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	high	2783	352	0	0	0	0.013629	8.243701625033282	P40967	HGNC:10880	6490	ENSG00000185664	contextual	dual_localization_borderline	1
PRAME	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	low	2901	403	0	0	0	0.014748	8.286794874991756	P78395	HGNC:9336	23532	ENSG00000185686	no	pmhc_only_negative	0
PRNP	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	3120	331	0	0	0	0.014325	6.738659875001758	P04156	HGNC:9449	5621	ENSG00000171867	yes	gpi_anchored_positive	1
PSCA	claude-sonnet-4-6	pubmed_ncbi	1	yes	gpi_anchored	high	2819	269	0	0	0	0.012492	5.0106944579747505	O43653	HGNC:9500	8000	ENSG00000167653	yes	disagreement_rich_positive	1
PTK7	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2875	388	0	0	0	0.014445	7.646257209009491	Q13308	HGNC:9618	5754	ENSG00000112655	yes	disagreement_rich_positive	1
RAC1	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	high	3041	379	0	0	0	0.014808	8.265071375004482	P63000	HGNC:9801	5879	ENSG00000136238	no	wrong_side_negative	1
RHOA	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	high	2853	381	0	0	0	0.014274	8.31793787505012	P61586	HGNC:667	387	ENSG00000067560	no	wrong_side_negative	1
ROR1	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2953	362	0	0	0	0.014289	8.539321208023466	Q01973	HGNC:10256	4919	ENSG00000185483	yes	disagreement_rich_positive	1
ROR2	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	3087	316	0	0	0	0.014001	6.8063390830066055	Q01974	HGNC:10257	4920	ENSG00000169071	yes	disagreement_rich_positive	1
ROS1	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2949	341	0	0	0	0.013962	9.701178374991287	P08922	HGNC:10261	6098	ENSG00000047936	yes	disagreement_rich_positive	1
RPN1	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	high	2580	348	0	0	0	0.01296	7.0579014999675564	P04843	HGNC:10381	6184	ENSG00000163902	no	wrong_compartment_negative	1
RPN2	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	medium	2280	384	0	0	0	0.0126	8.097186792001594	P04844	HGNC:10382	6185	ENSG00000118705	no	wrong_compartment_negative	1
SCAP	claude-sonnet-4-6	pubmed_ncbi	1	no	cytoplasmic	high	2853	355	0	0	0	0.013884	7.703267625009175	Q12770	HGNC:30634	22937	ENSG00000114650	no	wrong_compartment_negative	1
SCARB2	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	medium	2918	388	0	0	0	0.014574	14.428539625019766	Q14108	HGNC:1665	950	ENSG00000138760	contextual	lysosomal_exocytosis_borderline	1
SEC61G	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	high	2103	229	0	0	0	0.009744	5.0523424170096405	P60059	HGNC:18277	23480	ENSG00000132432	no	wrong_compartment_negative	1
SEZ6	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2997	308	0	0	0	0.013611	7.235518125002272	Q53EL9	HGNC:15955	124925	ENSG00000063015	yes	disagreement_rich_positive	1
SLC34A2	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2720	283	0	0	0	0.012405	9.110522874980234	O95436	HGNC:11020	10568	ENSG00000157765	yes	disagreement_rich_positive	1
SRC	claude-sonnet-4-6	pubmed_ncbi	1	contextual	cell_state_induced	medium	2796	373	0	0	0	0.013983	8.107157666992862	P12931	HGNC:11283	6714	ENSG00000197122	contextual	wrong_side_borderline	1
SSTR2	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2986	359	0	0	0	0.014343	6.792872750025708	P30874	HGNC:11331	6752	ENSG00000180616	yes	gpcr_extracellular_pocket	1
STEAP1	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2855	291	0	0	0	0.01293	7.952399624977261	Q9UHE8	HGNC:11378	26872	ENSG00000164647	yes	disagreement_rich_positive	1
STEAP2	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	high	3015	354	0	0	0	0.014355	7.659476707980502	Q8NFT2	HGNC:17885	261729	ENSG00000157214	yes	disagreement_rich_positive	1
STIM1	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	medium	3032	443	0	0	0	0.015741	10.836770082998555	Q13586	HGNC:11386	6786	ENSG00000167323	contextual	induced_borderline	1
SUN1	claude-sonnet-4-6	pubmed_ncbi	1	no	nuclear_envelope	high	2273	298	0	0	0	0.011289	7.002220042049885	O94901	HGNC:18587	23353	ENSG00000164828	no	wrong_compartment_negative	1
SUN2	claude-sonnet-4-6	pubmed_ncbi	1	no	nuclear_envelope	high	2285	324	0	0	0	0.011715	6.7104808750445955	Q9UH99	HGNC:14210	25777	ENSG00000100242	no	wrong_compartment_negative	1
SYK	claude-sonnet-4-6	pubmed_ncbi	1	no	cytoplasmic	high	3000	350	0	0	0	0.01425	8.085741624992806	P43405	HGNC:11491	6850	ENSG00000165025	no	approved_drug_intracellular_negative	1
SYNE1	claude-sonnet-4-6	pubmed_ncbi	1	no	nuclear_envelope	high	2343	337	0	0	0	0.012084	7.274282290949486	Q8NF91	HGNC:17089	23345	ENSG00000131018	no	wrong_compartment_negative	1
SYNE2	claude-sonnet-4-6	pubmed_ncbi	1	no	nuclear_envelope	high	2128	285	0	0	0	0.010659	10.982685916009359	Q8WXH0	HGNC:17084	23224	ENSG00000054654	no	wrong_compartment_negative	1
TACSTD2	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2776	288	0	0	0	0.012648	6.663790374994278	P09758	HGNC:11530	4070	ENSG00000184292	yes	validated_positive	1
TF	claude-sonnet-4-6	pubmed_ncbi	1	no	secreted_only	high	2820	634	0	0	0	0.01797	13.33949120802572	P02787	HGNC:11740	7018	ENSG00000091513	no	secreted_negative	1
TFRC	claude-sonnet-4-6	pubmed_ncbi	1	yes	classical_surface_receptor	high	2891	343	0	0	0	0.013818	8.07735033298377	P02786	HGNC:11763	7037	ENSG00000072274	yes	disagreement_rich_positive	1
TGFB1	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	high	3190	394	0	0	0	0.01548	10.488802457985003	P01137	HGNC:11766	7040	ENSG00000105329	contextual	surface_attachment_borderline	1
TGOLN2	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	high	2123	314	0	0	0	0.011079	5.918061500007752	O43493	HGNC:15450	10618	ENSG00000152291	contextual	induced_borderline	0
TM4SF1	claude-sonnet-4-6	pubmed_ncbi	1	yes	multipass_with_exposed_loops	high	2995	346	0	0	0	0.014175	6.603780917008407	P30408	HGNC:11853	4071	ENSG00000169908	yes	disagreement_rich_positive	1
TMED10	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	medium	3156	392	0	0	0	0.015348	9.244424457952846	P49755	HGNC:16998	10972	ENSG00000170348	contextual	dual_localization_borderline	1
TMED9	claude-sonnet-4-6	pubmed_ncbi	1	no	endomembrane_resident	high	2264	327	0	0	0	0.011697	7.7648896249593236	Q9BVK6	HGNC:24878	54732	ENSG00000184840	no	wrong_compartment_negative	1
TYK2	claude-sonnet-4-6	pubmed_ncbi	1	no	inner_leaflet_anchored	high	2836	406	0	0	0	0.014598	8.238734833023045	P29597	HGNC:12440	7297	ENSG00000105397	no	approved_drug_intracellular_negative	1
TYRP1	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	high	2939	345	0	0	0	0.013992	7.740661917021498	P17643	HGNC:12450	7306	ENSG00000107165	contextual	dual_localization_borderline	1
VDAC1	claude-sonnet-4-6	pubmed_ncbi	1	contextual	dual_localization	medium	2858	361	0	0	0	0.013989	9.131484625046141	P21796	HGNC:12669	7416	ENSG00000213585	contextual	induced_borderline	1
VEGFA	claude-sonnet-4-6	pubmed_ncbi	1	no	secreted_only	high	2903	377	0	0	0	0.014364	9.148998916964047	P15692	HGNC:12680	7422	ENSG00000112715	no	secreted_negative	1
ZP3	claude-sonnet-4-6	pubmed_ncbi	1	contextual	tissue_restricted_surface	high	2790	355	0	0	0	0.013695	7.678428457991686	P21754	HGNC:13189	7784	ENSG00000188372	contextual	dual_localization_borderline	1
A2M	claude-sonnet-4-6	web_ncbi	1	no	secreted_only	high	691	506	16442	7262	1	0.0834991	18.653411709005013	P01023	HGNC:7	2	ENSG00000175899	no	secreted_negative	1
ABCB9	claude-sonnet-4-6	web_ncbi	1	no	endomembrane_resident	high	678	452	17010	7262	1	0.0847801	12.794723999977577	Q9NP78	HGNC:50	23457	ENSG00000150967	no	wrong_compartment_negative	1
ADORA3	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	660	254	0	3631	0	0.0068793000000000005	6.025348666997161	P0DMS8	HGNC:268	140	ENSG00000282608	yes	gpcr_extracellular_pocket	1
AKT2	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	high	709	456	16304	7262	1	0.0822856	14.113423292001244	P31751	HGNC:392	208	ENSG00000105221	no	approved_drug_intracellular_negative	1
ALPG	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	622	338	7525	7262	1	0.04733335	9.859637707995716	P10696	HGNC:441	251	ENSG00000163286	contextual	disagreement_rich_positive	1
AMHR2	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	663	372	6996	7262	1	0.0459826	11.489047999959439	Q16671	HGNC:465	269	ENSG00000135409	yes	disagreement_rich_positive	1
APOB	claude-sonnet-4-6	web_ncbi	1	no	secreted_only	high	704	534	18402	7262	1	0.0913081	15.05810687498888	P04114	HGNC:603	338	ENSG00000084674	no	secreted_negative	1
APPL1	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	high	680	390	18348	7262	1	0.0888736	11.800310249964241	Q9UKG1	HGNC:24035	26060	ENSG00000157500	no	opencell_vesicle_negative	1
ATG9A	claude-sonnet-4-6	web_ncbi	1	contextual	dual_localization	medium	591	504	15526	7262	1	0.0797341	14.115631207998376	Q7Z3C6	HGNC:22408	79065	ENSG00000198925	no	wrong_compartment_negative	0
ATP5F1B	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	high	728	409	12707	7262	1	0.06814885	12.56699658301659	P06576	HGNC:830	506	ENSG00000110955	contextual	dual_localization_borderline	1
AVPR1A	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	650	228	0	3631	0	0.0064593	6.698771833034698	P37288	HGNC:895	552	ENSG00000166148	yes	gpcr_extracellular_pocket	1
B2M	claude-sonnet-4-6	web_ncbi	1	yes	stable_complex_partner	high	645	358	16004	7262	1	0.0794986	11.07370708300732	P61769	HGNC:914	567	ENSG00000166710	yes	stable_complex_positive	1
B4GALT1	claude-sonnet-4-6	web_ncbi	1	contextual	dual_localization	high	732	479	14377	7262	1	0.07547335	13.779529709019698	P15291	HGNC:924	2683	ENSG00000086062	contextual	induced_borderline	1
BAX	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	high	664	456	14540	7262	1	0.0755356	12.78611029102467	Q07812	HGNC:959	581	ENSG00000087088	contextual	induced_borderline	0
BDKRB1	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	671	292	0	3631	0	0.0074823	7.362099207995925	P46663	HGNC:1029	623	ENSG00000100739	yes	gpcr_extracellular_pocket	1
BRAF	claude-sonnet-4-6	web_ncbi	1	no	inner_leaflet_anchored	high	705	358	0	3631	0	0.0085743	6.953306541021448	P15056	HGNC:1097	673	ENSG00000157764	no	approved_drug_intracellular_negative	1
BST2	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	604	297	0	3631	0	0.0073563000000000005	6.849893458012957	Q10589	HGNC:1119	684	ENSG00000130303	yes	gpi_anchored_positive	1
BTK	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	high	656	442	12403	7262	1	0.06728785	12.164123374968767	Q06187	HGNC:1133	695	ENSG00000010671	no	approved_drug_intracellular_negative	1
C3	claude-sonnet-4-6	web_ncbi	1	no	secreted_only	high	695	427	13190	7262	1	0.0701311	12.924033540999517	P01024	HGNC:1318	718	ENSG00000125730	contextual	surface_attachment_borderline	0
CA9	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	659	267	0	3631	0	0.0070713	6.365238125028554	Q16790	HGNC:1383	768	ENSG00000107159	yes	disagreement_rich_positive	1
CALR	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	high	687	427	12155	7262	1	0.06622585	11.95998641703045	P27797	HGNC:1455	811	ENSG00000179218	contextual	induced_borderline	1
CCR8	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	719	274	0	3631	0	0.0073563000000000005	5.993966875015758	P51685	HGNC:1609	1237	ENSG00000179934	yes	disagreement_rich_positive	1
CD19	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	666	307	3631	0	0	0.02021925	7.11919008300174	P15391	HGNC:1633	930	ENSG00000177455	yes	validated_positive	1
CD24	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	648	282	0	3631	0	0.0072633	5.746122792013921	P25063	HGNC:1645	100133941	ENSG00000272398	yes	gpi_anchored_positive	1
CD276	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	677	442	14430	7262	1	0.0749521	15.216942041006405	Q5ZPR3	HGNC:19137	80381	ENSG00000103855	yes	disagreement_rich_positive	1
CD63	claude-sonnet-4-6	web_ncbi	1	contextual	dual_localization	high	669	480	14917	7262	1	0.07732435	13.768186916015111	P08962	HGNC:1692	967	ENSG00000135404	contextual	lysosomal_exocytosis_borderline	1
CD68	claude-sonnet-4-6	web_ncbi	1	contextual	dual_localization	high	683	411	14341	7262	1	0.07417135	11.724185625032987	P34810	HGNC:1693	968	ENSG00000129226	contextual	lysosomal_exocytosis_borderline	1
CD74	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	645	387	13759	7262	1	0.07151484999999999	10.610831291007344	P04233	HGNC:1697	972	ENSG00000019582	yes	disagreement_rich_positive	1
CEACAM5	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	658	377	15770	7262	1	0.0789451	11.275775583984796	P06731	HGNC:1817	1048	ENSG00000105388	yes	gpi_anchored_positive	1
CEACAM6	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	685	219	0	3631	0	0.0064293	4.8499094159924425	P40199	HGNC:1818	4680	ENSG00000086548	yes	gpi_anchored_positive	1
CLDN18	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	654	420	18219	7262	1	0.08876185	11.351783708028961	P56856	HGNC:2039	51208	ENSG00000066405	yes	disagreement_rich_positive	1
CLDN6	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	high	645	460	16049	7262	1	0.08119735	13.042888749972917	P56747	HGNC:2048	9074	ENSG00000184697	yes	disagreement_rich_positive	1
CRISP1	claude-sonnet-4-6	web_ncbi	1	contextual	tissue_restricted_surface	high	696	402	16974	7262	1	0.0839491	12.730816708994098	P54107	HGNC:304	167	ENSG00000124812	contextual	surface_attachment_borderline	1
CSPG4	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	652	354	12575	7262	1	0.06660085	9.787891541956924	Q6UVK1	HGNC:2466	1464	ENSG00000173546	yes	disagreement_rich_positive	1
DLK1	claude-sonnet-4-6	web_ncbi	1	contextual	dual_localization	high	678	516	14132	7262	1	0.07494759999999999	13.092146500013769	P80370	HGNC:2907	8788	ENSG00000185559	yes	disagreement_rich_positive	1
DLL3	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	high	617	406	16936	7262	1	0.0836296	11.769609124981798	Q9NYJ7	HGNC:2909	10683	ENSG00000090932	yes	disagreement_rich_positive	1
DPEP1	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	625	298	0	3631	0	0.0074343000000000005	6.787019999988843	P16444	HGNC:3002	1800	ENSG00000015413	yes	gpi_anchored_positive	1
DSG3	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	673	334	0	3631	0	0.0081183	7.135491875000298	P32926	HGNC:3050	1830	ENSG00000134757	yes	disagreement_rich_positive	1
DSG4	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	648	298	0	3631	0	0.0075033	6.613447167037521	Q86SJ6	HGNC:21307	147409	ENSG00000175065	yes	disagreement_rich_positive	1
EFNA4	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	679	219	0	3631	0	0.0064113	5.229305209009908	P52798	HGNC:3224	1945	ENSG00000243364	yes	disagreement_rich_positive	1
EPCAM	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	771	256	0	3631	0	0.0072423	6.119096416048706	P16422	HGNC:11529	4072	ENSG00000119888	yes	disagreement_rich_positive	1
EPHB4	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	700	310	0	3631	0	0.0078393	6.839333999960218	P54760	HGNC:3395	2050	ENSG00000196411	yes	disagreement_rich_positive	1
EREG	claude-sonnet-4-6	web_ncbi	1	contextual	dual_localization	high	649	423	12760	7262	1	0.0683206	11.88562091597123	O14944	HGNC:3443	2069	ENSG00000124882	contextual	disagreement_rich_positive	1
F2	claude-sonnet-4-6	web_ncbi	1	no	secreted_only	high	677	342	0	3631	0	0.008250299999999999	7.048350791039411	P00734	HGNC:3535	2147	ENSG00000180210	no	secreted_negative	1
FLT3	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	686	237	0	3631	0	0.0067023000000000004	5.470393958967179	P36888	HGNC:3765	2322	ENSG00000122025	yes	disagreement_rich_positive	1
FN1	claude-sonnet-4-6	web_ncbi	1	no	secreted_only	high	709	468	12908	7262	1	0.0697306	13.506044625013601	P02751	HGNC:3778	2335	ENSG00000115414	no	secreted_negative	1
FOLH1	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	693	279	0	3631	0	0.0073533	6.380964124982711	Q04609	HGNC:3788	2346	ENSG00000086205	yes	validated_positive	1
FOLR1	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	663	387	13779	7262	1	0.07164385	11.016894457978196	P15328	HGNC:3791	2348	ENSG00000110195	yes	validated_positive	1
FZD10	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	651	373	18223	7262	1	0.08806285	12.247402584005613	Q9ULW2	HGNC:4039	11211	ENSG00000111432	yes	disagreement_rich_positive	1
FZD7	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	680	288	0	3631	0	0.0074493	7.130055291985627	O75084	HGNC:4045	8324	ENSG00000155760	yes	disagreement_rich_positive	1
GALNT1	claude-sonnet-4-6	web_ncbi	1	no	endomembrane_resident	high	746	290	0	3631	0	0.0076773	5.971098417008761	Q10472	HGNC:4123	2589	ENSG00000141429	no	wrong_compartment_negative	1
GCGR	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	662	278	0	3631	0	0.0072453000000000005	6.7827032909845	P47871	HGNC:4192	2642	ENSG00000215644	yes	gpcr_extracellular_pocket	1
GFRA1	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	730	237	0	3631	0	0.0068343	5.299983791948762	P56159	HGNC:4243	2674	ENSG00000151892	yes	disagreement_rich_positive	1
GIPR	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	639	251	0	3631	0	0.0067713	6.747982750006486	P48546	HGNC:4271	2696	ENSG00000010310	yes	gpcr_extracellular_pocket	1
GNAQ	claude-sonnet-4-6	web_ncbi	1	no	inner_leaflet_anchored	high	623	335	0	3631	0	0.0079833	6.965547500003595	P50148	HGNC:4390	2776	ENSG00000156052	no	wrong_side_negative	1
GNB1	claude-sonnet-4-6	web_ncbi	1	no	inner_leaflet_anchored	high	646	411	9273	7262	1	0.05505535	11.235140583012253	P62873	HGNC:4396	2782	ENSG00000078369	no	wrong_side_negative	1
GPBAR1	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	678	255	0	3631	0	0.0069483	5.962829625001177	Q8TDU6	HGNC:19680	151306	ENSG00000179921	yes	gpcr_extracellular_pocket	1
GPC2	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	586	334	13591	7262	1	0.06991285	9.680300500011072	Q8N158	HGNC:4450	221914	ENSG00000213420	yes	gpi_anchored_positive	1
GPC3	claude-sonnet-4-6	web_ncbi	1	yes	gpi_anchored	high	682	416	16119	7262	1	0.08091085	11.5290209169616	P51654	HGNC:4451	2719	ENSG00000147257	yes	gpi_anchored_positive	1
GPNMB	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	650	372	16105	7262	1	0.08010235	10.318123500037473	Q14956	HGNC:4462	10457	ENSG00000136235	yes	disagreement_rich_positive	1
GPRC5D	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	577	348	15346	7262	1	0.0766771	11.407527958974242	Q9NZD1	HGNC:13310	55507	ENSG00000111291	yes	disagreement_rich_positive	1
GRM4	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	680	282	0	3631	0	0.0073593	7.078010790981352	Q14833	HGNC:4596	2914	ENSG00000124493	yes	gpcr_extracellular_pocket	1
GUCY2C	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	659	292	0	3631	0	0.0074463	6.458380333031528	P25092	HGNC:4688	2984	ENSG00000070019	yes	disagreement_rich_positive	1
GYPA	claude-sonnet-4-6	web_ncbi	1	yes	classical_surface_receptor	high	735	233	0	3631	0	0.0067893	5.53340804198524	P02724	HGNC:4702	2993	ENSG00000170180	yes	disagreement_rich_positive	1
HCK	claude-sonnet-4-6	web_ncbi	1	no	inner_leaflet_anchored	high	695	478	17263	7262	1	0.08616985	11.65369649999775	P08631	HGNC:4840	3055	ENSG00000101336	no	wrong_side_negative	1
HDAC6	claude-sonnet-4-6	web_ncbi	1	no	cytoplasmic	high	701	391	14422	7262	1	0.07422909999999999	10.766543499950785	Q9UBN7	HGNC:14064	10013	ENSG00000094631	no	approved_drug_intracellular_negative	1
HMGB1	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	high	643	432	15880	7262	1	0.0801376	12.684596791979857	P09429	HGNC:4983	3146	ENSG00000189403	no	nuclear_negative	0
HNRNPK	claude-sonnet-4-6	web_ncbi	1	no	nuclear	high	697	614	25422	21177	2	0.1329866	16.797159041976556	P61978	HGNC:5044	3190	ENSG00000165119	no	nuclear_negative	1
HRH2	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	661	217	0	3631	0	0.0063273	5.281009083962999	P25021	HGNC:5183	3274	ENSG00000113749	yes	gpcr_extracellular_pocket	1
HSPA1A	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	high	720	447	18318	7262	1	0.0897361	13.580978040990885	P0DMV8	HGNC:5232	3303	ENSG00000204389	contextual	induced_borderline	1
HSPA5	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	high	697	462	16546	7262	1	0.0832471	14.128805374959484	P11021	HGNC:5238	3309	ENSG00000044574	contextual	induced_borderline	1
HSPD1	claude-sonnet-4-6	web_ncbi	1	contextual	cell_state_induced	high	685	406	16036	7262	1	0.0804586	18.01690458401572	P10809	HGNC:5261	3329	ENSG00000144381	contextual	dual_localization_borderline	1
HTR2C	claude-sonnet-4-6	web_ncbi	1	yes	multipass_with_exposed_loops	high	699	214	0	3631	0	0.006396300000000001	5.276618583011441	P28335	HGNC:5295	3358	ENSG00000147246	yes	gpcr_extracellular_pocket	1
